100	0.4771826311422513	0.47447765141496956
200	0.5973080114317323	0.612739812422436
300	0.6771457545865216	0.6900087481944134
400	0.7249930856458007	0.7403413830285028
500	0.7684152300175163	0.7793827436779037
600	0.7938600534710059	0.805301812707261
700	0.8025260440674841	0.8218420035399671
800	0.8271411450170554	0.8379142676947491
900	0.8358071356135337	0.8499582934917502
1000	0.8475154420577118	0.8632840314934999
1100	0.8587627915552687	0.8740870343620939
1200	0.8675209735410713	0.8841779748947165
1300	0.8659537199225592	0.8895896486480988
1400	0.8782151747026827	0.8961609667772059
1500	0.8857748686272702	0.9038105507293552
1600	0.8829169355582188	0.9027933188208248
1700	0.8916751175440214	0.9111142758326043
1800	0.8972987922927999	0.9148576892559965
1900	0.9052272517746842	0.9221003804447337
2000	0.9039365723241449	0.92564034748642
2100	0.9077164192864386	0.9273899863690924
2200	0.9111275006914354	0.9296278965678595
2300	0.9126025629206233	0.9361992146969667
2400	0.9152761132110261	0.9354057738083128
2500	0.9135244768138656	0.9374605822635445
2600	0.9130635198672444	0.9387829837446341
2700	0.9197012998985895	0.9431163916749741
2800	0.92145293629575	0.945049132301182
2900	0.9234811468608832	0.9477549691778732
3000	0.926523462708583	0.9489756474681098
3100	0.9279985249377708	0.9507456309889528
3200	0.9320549460680373	0.9520680324700426
3300	0.9302111182815525	0.954082151648933
3400	0.9305798838388495	0.9556283441498993
3500	0.9330690513506038	0.9580900453685431
3600	0.93233152023601	0.9594327914878034
3700	0.9361113671983037	0.9596972717840213
3800	0.9391536830460036	0.9622403515553476
3900	0.9379551949847884	0.9637255101418021
4000	0.9396146399926247	0.9655361829389865
4100	0.9378630035954642	0.964824120603015
4200	0.9385083433207339	0.9653123919191097
4300	0.9434866783442426	0.967855471690436
4400	0.940905319443164	0.9676316806705593
4500	0.9415506591684337	0.9691982178096963
4600	0.9446851664054577	0.9692999410005493
4700	0.9424725730616761	0.9700323479746913
4800	0.9456992716880244	0.9703171729090798
4900	0.9456070802987001	0.9732061115293065
5000	0.9457914630773486	0.9734502471873537
5100	0.9454226975200516	0.9725143938315057
5200	0.9449617405734304	0.9745692022867374
5300	0.9473587166958606	0.9745692022867374
5400	0.9470821425278879	0.9759729823205094
5500	0.9445929750161335	0.97699021422904
5600	0.9470821425278879	0.9773157284397697
5700	0.9473587166958606	0.978495717453665
5800	0.9481884391997787	0.9782312371574472
5900	0.9504932239328847	0.979757085020243
